type	sample.sample_id	laboratory_procedure.laboratory_procedure_id	file_id	file_name	file_size	md5sum	file_description	file_format	file_type	file_status	file_location
file	BENTO-BIOS-1	BENTO-LAB-001	BENTO-FILE-1	G73736_OncotypeDXqRTPCR.txt	317	a4638d8f36f19385fcec759978160a06	qRT-PCR output	txt	text	released	s3://bento-files/PACT1-1K/20_OncotypeDXqRTPCR.txt
file	BENTO-BIOS-2	BENTO-LAB-001	BENTO-FILE-2	M29022_OncotypeDXqRTPCR.txt	317	ccb735d1571d1a0367af107add3e824c	qRT-PCR output	txt	text	released	s3://bento-files/PACT1-1K/40_OncotypeDXqRTPCR.txt
file	BENTO-BIOS-3	BENTO-LAB-001	BENTO-FILE-3	J58284_OncotypeDXqRTPCR.txt	316	bd3e7cc96d966578d80cc9286e3c504a	qRT-PCR output	txt	text	released	s3://bento-files/PACT1-1K/49_OncotypeDXqRTPCR.txt
file	BENTO-BIOS-4	BENTO-LAB-001	BENTO-FILE-4	G28577_OncotypeDXqRTPCR.txt	319	0a0e2dfb5fc058f8e31a4cd49bade285	qRT-PCR output	txt	text	released	s3://bento-files/PACT1-1K/63_OncotypeDXqRTPCR.txt
file	BENTO-BIOS-5	BENTO-LAB-001	BENTO-FILE-5	K51326_OncotypeDXqRTPCR.txt	317	bc98580ad577c6b340e2d289eb9f48fb	qRT-PCR output	txt	text	released	s3://bento-files/PACT1-1K/84_OncotypeDXqRTPCR.txt
file	BENTO-BIOS-6	BENTO-LAB-001	BENTO-FILE-6	G96452_OncotypeDXqRTPCR.txt	318	3ea3e67c13922166bcedac204b7af806	qRT-PCR output	txt	text	released	s3://bento-files/PACT1-1K/91_OncotypeDXqRTPCR.txt
file	BENTO-BIOS-7	BENTO-LAB-001	BENTO-FILE-7	G02960_OncotypeDXqRTPCR.txt	319	c48ef528a0407e0dee621da7150903eb	qRT-PCR output	txt	text	released	s3://bento-files/PACT1-1K/100_OncotypeDXqRTPCR.txt
file	BENTO-BIOS-8	BENTO-LAB-001	BENTO-FILE-8	F11723_OncotypeDXqRTPCR.txt	316	84f10f2123b1f4a110e33742b664ae67	qRT-PCR output	txt	text	released	s3://bento-files/PACT1-1K/107_OncotypeDXqRTPCR.txt
file	BENTO-BIOS-9	BENTO-LAB-001	BENTO-FILE-9	H06975_OncotypeDXqRTPCR.txt	316	3e1e25e97bc601720e4d4c1ad906a3c4	qRT-PCR output	txt	text	released	s3://bento-files/PACT1-1K/122_OncotypeDXqRTPCR.txt
file	BENTO-BIOS-10	BENTO-LAB-001	BENTO-FILE-10	M91949_OncotypeDXqRTPCR.txt	315	115cbe36def70b5319c230f91bbaefbf	qRT-PCR output	txt	text	released	s3://bento-files/PACT1-1K/131_OncotypeDXqRTPCR.txt
file	BENTO-BIOS-11	BENTO-LAB-001	BENTO-FILE-11	Q01995_OncotypeDXqRTPCR.txt	317	04b25485a46adf3a4faa523301b959a7	qRT-PCR output	txt	text	released	s3://bento-files/PACT1-1K/135_OncotypeDXqRTPCR.txt
file	BENTO-BIOS-12	BENTO-LAB-001	BENTO-FILE-12	J81767_OncotypeDXqRTPCR.txt	317	fb46cd76f58aa6cfb4925ec3213b45d3	qRT-PCR output	txt	text	released	s3://bento-files/PACT1-1K/142_OncotypeDXqRTPCR.txt
file	BENTO-BIOS-13	BENTO-LAB-001	BENTO-FILE-13	S51923_OncotypeDXqRTPCR.txt	318	4cfad2f9ac34701e04fa308f6650ce94	qRT-PCR output	txt	text	released	s3://bento-files/PACT1-1K/146_OncotypeDXqRTPCR.txt
file	BENTO-BIOS-14	BENTO-LAB-001	BENTO-FILE-14	B14985_OncotypeDXqRTPCR.txt	319	ca2a91cae59bded1bfe19d8f62714c2b	qRT-PCR output	txt	text	released	s3://bento-files/PACT1-1K/164_OncotypeDXqRTPCR.txt
file	BENTO-BIOS-15	BENTO-LAB-001	BENTO-FILE-15	R97608_OncotypeDXqRTPCR.txt	317	028a7be97b8ec5b0111183b85e35c07f	qRT-PCR output	txt	text	released	s3://bento-files/PACT1-1K/183_OncotypeDXqRTPCR.txt
file	BENTO-BIOS-16	BENTO-LAB-001	BENTO-FILE-16	S99232_OncotypeDXqRTPCR.txt	317	ed217144a78e7ddd91ab82d7c2557346	qRT-PCR output	txt	text	released	s3://bento-files/PACT1-1K/196_OncotypeDXqRTPCR.txt
file	BENTO-BIOS-17	BENTO-LAB-001	BENTO-FILE-17	B76866_OncotypeDXqRTPCR.txt	317	5df9b9893fd5500fac6f6fc63dbc3479	qRT-PCR output	txt	text	released	s3://bento-files/PACT1-1K/200_OncotypeDXqRTPCR.txt
file	BENTO-BIOS-18	BENTO-LAB-001	BENTO-FILE-18	B73117_OncotypeDXqRTPCR.txt	318	43bd019d10511ffc2919e50cd8340661	qRT-PCR output	txt	text	released	s3://bento-files/PACT1-1K/212_OncotypeDXqRTPCR.txt
file	BENTO-BIOS-19	BENTO-LAB-001	BENTO-FILE-19	O75644_OncotypeDXqRTPCR.txt	315	05d8968b70c3e83e167718068ebbe64c	qRT-PCR output	txt	text	released	s3://bento-files/PACT1-1K/220_OncotypeDXqRTPCR.txt
file	BENTO-BIOS-20	BENTO-LAB-001	BENTO-FILE-20	I24583_OncotypeDXqRTPCR.txt	316	fb9412fd1220c45e5d4faae8adfaa2d4	qRT-PCR output	txt	text	released	s3://bento-files/PACT1-1K/225_OncotypeDXqRTPCR.txt
file	BENTO-BIOS-21	BENTO-LAB-001	BENTO-FILE-21	I18994_OncotypeDXqRTPCR.txt	319	5f8a20b78a769728118a04e1b3e79a8f	qRT-PCR output	txt	text	released	s3://bento-files/PACT1-1K/234_OncotypeDXqRTPCR.txt
file	BENTO-BIOS-22	BENTO-LAB-001	BENTO-FILE-22	S24715_OncotypeDXqRTPCR.txt	318	c4a69a8ad02e9679f5841e8316499d47	qRT-PCR output	txt	text	released	s3://bento-files/PACT1-1K/247_OncotypeDXqRTPCR.txt
file	BENTO-BIOS-23	BENTO-LAB-001	BENTO-FILE-23	E20896_OncotypeDXqRTPCR.txt	319	175cef74a06b00e219bd2675a92e40e9	qRT-PCR output	txt	text	released	s3://bento-files/PACT1-1K/254_OncotypeDXqRTPCR.txt
file	BENTO-BIOS-24	BENTO-LAB-001	BENTO-FILE-24	S19977_OncotypeDXqRTPCR.txt	314	6bba67a1ce5f0123cbcf485cf38648bf	qRT-PCR output	txt	text	released	s3://bento-files/PACT1-1K/258_OncotypeDXqRTPCR.txt
file	BENTO-BIOS-25	BENTO-LAB-001	BENTO-FILE-25	Q00501_OncotypeDXqRTPCR.txt	318	e93881d6a8a1372a19312c05a8e7de12	qRT-PCR output	txt	text	released	s3://bento-files/PACT1-1K/262_OncotypeDXqRTPCR.txt
file	BENTO-BIOS-26	BENTO-LAB-001	BENTO-FILE-26	E36960_OncotypeDXqRTPCR.txt	314	7d6abd49b0b760e61715f9de654e55f3	qRT-PCR output	txt	text	released	s3://bento-files/PACT1-1K/285_OncotypeDXqRTPCR.txt
file	BENTO-BIOS-27	BENTO-LAB-001	BENTO-FILE-27	G14603_OncotypeDXqRTPCR.txt	317	311a0f8641a323124ad8e1c70d704a84	qRT-PCR output	txt	text	released	s3://bento-files/PACT1-1K/296_OncotypeDXqRTPCR.txt
file	BENTO-BIOS-28	BENTO-LAB-001	BENTO-FILE-28	W87524_OncotypeDXqRTPCR.txt	317	69c3889edc1980c9a48855d641b2fd48	qRT-PCR output	txt	text	released	s3://bento-files/PACT1-1K/315_OncotypeDXqRTPCR.txt
file	BENTO-BIOS-29	BENTO-LAB-001	BENTO-FILE-29	N79716_OncotypeDXqRTPCR.txt	317	5144ecb93e275becaf26ecbf8231b6e3	qRT-PCR output	txt	text	released	s3://bento-files/PACT1-1K/322_OncotypeDXqRTPCR.txt
file	BENTO-BIOS-30	BENTO-LAB-001	BENTO-FILE-30	F67951_OncotypeDXqRTPCR.txt	319	abb8e552095e41f65f3276d6290d170f	qRT-PCR output	txt	text	released	s3://bento-files/PACT1-1K/335_OncotypeDXqRTPCR.txt
file	BENTO-BIOS-31	BENTO-LAB-001	BENTO-FILE-31	U21150_OncotypeDXqRTPCR.txt	317	a2c7e46c306365a8ba6a17d78548ccfc	qRT-PCR output	txt	text	released	s3://bento-files/PACT1-1K/350_OncotypeDXqRTPCR.txt
file	BENTO-BIOS-32	BENTO-LAB-001	BENTO-FILE-32	I76371_OncotypeDXqRTPCR.txt	316	2a5c89a847b3ece6cf2d685704077c4c	qRT-PCR output	txt	text	released	s3://bento-files/PACT1-1K/351_OncotypeDXqRTPCR.txt
file	BENTO-BIOS-33	BENTO-LAB-001	BENTO-FILE-33	I49280_OncotypeDXqRTPCR.txt	315	97c49969afd8f15c6b68a688cbf2fce9	qRT-PCR output	txt	text	released	s3://bento-files/PACT1-1K/360_OncotypeDXqRTPCR.txt
file	BENTO-BIOS-34	BENTO-LAB-001	BENTO-FILE-34	H38101_OncotypeDXqRTPCR.txt	316	8f2ffc8bf566bd90e2508567b14eb39a	qRT-PCR output	txt	text	released	s3://bento-files/PACT1-1K/362_OncotypeDXqRTPCR.txt
file	BENTO-BIOS-35	BENTO-LAB-001	BENTO-FILE-35	O88297_OncotypeDXqRTPCR.txt	318	b2396fcd9537aeab78402c003de98747	qRT-PCR output	txt	text	released	s3://bento-files/PACT1-1K/399_OncotypeDXqRTPCR.txt
file	BENTO-BIOS-36	BENTO-LAB-001	BENTO-FILE-36	M22121_OncotypeDXqRTPCR.txt	317	af85a664e287f69152ad4e8ff0e8bb5e	qRT-PCR output	txt	text	released	s3://bento-files/PACT1-1K/400_OncotypeDXqRTPCR.txt
file	BENTO-BIOS-37	BENTO-LAB-001	BENTO-FILE-37	S24973_OncotypeDXqRTPCR.txt	316	e530aacde0a49d71c81b66e96e436b6f	qRT-PCR output	txt	text	released	s3://bento-files/PACT1-1K/408_OncotypeDXqRTPCR.txt
file	BENTO-BIOS-38	BENTO-LAB-001	BENTO-FILE-38	D63800_OncotypeDXqRTPCR.txt	319	d5239d3ffc8b5444095426fd67f02eee	qRT-PCR output	txt	text	released	s3://bento-files/PACT1-1K/412_OncotypeDXqRTPCR.txt
file	BENTO-BIOS-39	BENTO-LAB-001	BENTO-FILE-39	H10614_OncotypeDXqRTPCR.txt	317	da4d93abd591fe186945f61ff67cfd0e	qRT-PCR output	txt	text	released	s3://bento-files/PACT1-1K/426_OncotypeDXqRTPCR.txt
file	BENTO-BIOS-40	BENTO-LAB-001	BENTO-FILE-40	M98955_OncotypeDXqRTPCR.txt	320	73a16d0d7e963597bc95df4b0c2789bc	qRT-PCR output	txt	text	released	s3://bento-files/PACT1-1K/439_OncotypeDXqRTPCR.txt
file	BENTO-BIOS-41	BENTO-LAB-001	BENTO-FILE-41	G02147_OncotypeDXqRTPCR.txt	317	3bc0867a22655edec34c90c04a820cf6	qRT-PCR output	txt	text	released	s3://bento-files/PACT1-1K/443_OncotypeDXqRTPCR.txt
file	BENTO-BIOS-42	BENTO-LAB-001	BENTO-FILE-42	R62069_OncotypeDXqRTPCR.txt	317	d1cd895d6b030caa81b6a84ffc00c4e5	qRT-PCR output	txt	text	released	s3://bento-files/PACT1-1K/451_OncotypeDXqRTPCR.txt
file	BENTO-BIOS-43	BENTO-LAB-001	BENTO-FILE-43	Q30839_OncotypeDXqRTPCR.txt	314	45e8bb6b9b2ccfe783c26208fcab05c4	qRT-PCR output	txt	text	released	s3://bento-files/PACT1-1K/454_OncotypeDXqRTPCR.txt
file	BENTO-BIOS-44	BENTO-LAB-001	BENTO-FILE-44	X39174_OncotypeDXqRTPCR.txt	317	e3a63b274c8db11eaa172320cf634112	qRT-PCR output	txt	text	released	s3://bento-files/PACT1-1K/461_OncotypeDXqRTPCR.txt
file	BENTO-BIOS-45	BENTO-LAB-001	BENTO-FILE-45	B09975_OncotypeDXqRTPCR.txt	317	81f68263b8af352756c1a2ee590aae60	qRT-PCR output	txt	text	released	s3://bento-files/PACT1-1K/467_OncotypeDXqRTPCR.txt
file	BENTO-BIOS-46	BENTO-LAB-001	BENTO-FILE-46	T18079_OncotypeDXqRTPCR.txt	319	0524faa9adfe9636c99e19111c322b41	qRT-PCR output	txt	text	released	s3://bento-files/PACT1-1K/482_OncotypeDXqRTPCR.txt
file	BENTO-BIOS-47	BENTO-LAB-001	BENTO-FILE-47	A30595_OncotypeDXqRTPCR.txt	316	8180d87eb6c754b4c9e1cf155e3fc749	qRT-PCR output	txt	text	released	s3://bento-files/PACT1-1K/483_OncotypeDXqRTPCR.txt
file	BENTO-BIOS-48	BENTO-LAB-001	BENTO-FILE-48	B76212_OncotypeDXqRTPCR.txt	313	19937acdbbed6a6b6c55bbb3b08bd3f5	qRT-PCR output	txt	text	released	s3://bento-files/PACT1-1K/499_OncotypeDXqRTPCR.txt
file	BENTO-BIOS-49	BENTO-LAB-001	BENTO-FILE-49	V31067_OncotypeDXqRTPCR.txt	318	0a0ae1eeeca5fb54440ddcf8d8294e57	qRT-PCR output	txt	text	released	s3://bento-files/PACT1-1K/509_OncotypeDXqRTPCR.txt
file	BENTO-BIOS-50	BENTO-LAB-001	BENTO-FILE-50	G18921_OncotypeDXqRTPCR.txt	315	52aff78aeb6f9ec63e59db8be30abb24	qRT-PCR output	txt	text	released	s3://bento-files/PACT1-1K/510_OncotypeDXqRTPCR.txt
